2026-02-13,18:56:29.020,true,Your Planner,12673,624988,599355,38963.5
2026-02-13,18:58:05.018,true,Your Planner,9738,506009,486322,28348.5
2026-02-13,19:00:09.206,true,Your Planner,15009,734992,704404,72449.2
2026-02-13,19:00:48.620,true,Your Planner,8276,436983,420229,27017.5
2026-02-13,19:01:35.715,true,Your Planner,7103,382380,368093,18128.7
2026-02-13,19:02:50.144,true,Your Planner,12484,619600,594297,40486.1
2026-02-13,19:05:00.799,true,Your Planner,15969,770968,738346,81433.7
2026-02-13,19:06:34.371,true,Your Planner,16910,810939,776236,76033.4
2026-02-13,19:08:14.384,true,Your Planner,14638,717227,687410,60337
2026-02-13,19:08:53.162,true,Your Planner,7691,406479,391126,25071.1
