
2026-02-14,18:33:08.927,true,Your Planner,10122,469581,449811,46655.8
2026-02-14,18:33:36.312,true,Your Planner,5951,299988,288516,20913
2026-02-14,18:33:59.789,true,Your Planner,4928,250833,241205,16822.9
2026-02-14,18:36:39.497,true,Your Planner,10716,493718,472522,51774.1
2026-02-14,18:41:31.929,true,Your Planner,11873,537012,513401,62804.4
2026-02-14,18:41:57.148,true,Your Planner,5295,268444,257992,16143.5
2026-02-14,18:43:23.453,true,Your Planner,10533,482715,462073,52295.5
2026-02-14,18:43:56.200,true,Your Planner,6930,340189,326710,26311.7
2026-02-14,18:45:06.679,true,Your Planner,11324,519288,497043,63360
2026-02-14,18:46:18.245,true,Your Planner,10428,484433,463571,57346.3
