2026-02-15,11:07:29.647,true,Your Planner,16168,672569,641790,200315
2026-02-15,11:12:02.067,true,Your Planner,16874,702979,670759,226076
2026-02-15,11:19:52.805,true,Your Planner,14023,598599,571861,161447
2026-02-15,11:27:52.908,true,Your Planner,22640,894407,850861,400030
2026-02-15,11:43:56.502,true,Your Planner,14525,611610,584105,144476
2026-02-15,11:45:44.766,true,Your Planner,10822,472112,451981,88300.6
2026-02-15,11:47:55.860,true,Your Planner,10792,474309,454067,82426.9
2026-02-15,11:49:55.170,true,Your Planner,11178,488589,467620,94559.3
2026-02-15,11:51:18.336,true,Your Planner,9070,398358,381424,59584.8
2026-02-15,11:53:23.475,true,Your Planner,11785,508212,486076,99014.7
